Var1,Var2
380,0.213553701078012
381,0.532146543512965
382,0.119157137201125
383,0.334471684547139
384,0.496055931395981
385,0.369053733058315
386,0.297186785264514
387,0.637976045138841
388,0.0100323670607901
389,0.869799814159314
390,0.639636522960866
391,0.628833253902718
392,0.503995569854732
393,0.294160567042458
394,0.609372737555203
395,0.203190285274936
396,0.688830170747132
397,0.356529111714293
398,0.105623663051806
399,0.849983145185143
400,0.979556289935858
401,0.890675850621811
402,0.222684519761035
403,0.761625514002618
404,0.679688769533095
405,0.816220030071262
406,0.0627071458563292
407,0.576930891440611
408,0.0451870743959187
409,0.322056787510301
410,0.690837318846115
411,0.699583351401968
412,0.773351923061743
413,0.8206795549816
414,0.407041768634888
415,0.863336551685357
416,0.711908747249024
417,0.486351765577388
418,0.761803247209401
419,0.371724883148827
420,0.178533084060344
421,0.696711360448875
422,0.289423442408987
423,0.147225501060966
424,0.204017424082057
425,0.788462652563286
426,0.334529245641435
427,0.036934579485148
428,0.27470897293413
429,0.892706256866415
430,0.653463312181664
431,0.00217740456493454
432,0.842531678623045
433,0.0890300998850819
434,0.627210937206816
435,0.894936145267601
436,0.148296039883844
437,0.0225169522496862
438,0.991659273283737
439,0.724176518513813
440,0.327491518853418
441,0.901714299457137
442,0.325697123075527
443,0.408763519243199
444,0.160824563810259
445,0.181099355458096
446,0.2903386782703
447,0.823894809535277
448,0.710163593257676
449,0.664782980982782
450,0.478569756592701
451,0.948051413151458
452,0.790661400017692
453,0.241860881508007
454,0.493215110495375
455,0.214142864989158
456,0.610507722418668
457,0.755082807873666
458,0.101689355575562
459,0.645094038232598
460,0.80323474493143
461,0.75311918679066
462,0.353049789007527
463,0.823889646947847
464,0.561354797730372
465,0.501814084458496
466,0.828264451090159
467,0.00309862540532657
468,0.861291179593547
469,0.766465295095211
470,0.21726039548027
471,0.124289890138117
472,0.937915124215147
473,0.0999312498257111
474,0.797686642495612
475,0.0908229465607363
476,0.56248273905452
477,0.333902672317207
478,0.184054492539048
479,0.0560337567552226
480,0.694011933520515
481,0.804650085416786
482,0.757405174915147
483,0.15781186181137
484,0.638963556810047
485,0.37354384170853
486,0.311278149992527
487,0.665674489876937
488,0.251560164874277
489,0.303986450214042
490,0.590454155967151
491,0.325682386896779
492,0.0602572394450286
493,0.362343646070977
494,0.127910790137797
495,0.319434552842404
496,0.154957485184512
497,0.984016956347243
498,0.43883858802936
499,0.73606541274788
500,0.210210001231365
501,0.338515510902921
502,0.13839687608306
503,0.911401977321453
504,0.0591762515401828
505,0.120696335402379
506,0.404299139061636
507,0.136851389819322
508,0.719079308028678
509,0.67539505332205
510,0.39527661671877
511,0.683262500058094
512,0.987635293115187
513,0.176666883297396
514,0.106666718172937
515,0.115440729042302
516,0.240905218731178
517,0.48898522448117
518,0.373420684132485
519,0.427730701946503
520,0.768353470733304
521,0.882452407078925
522,0.316002302924917
523,0.749378972185364
524,0.679818306797548
525,0.329095781099654
526,0.906668439743926
527,0.742143103089125
528,0.173865148370477
529,0.807049798875075
530,0.820182247690047
531,0.253060496453726
532,0.163504671661445
533,0.430998947356752
534,0.762467160646542
535,0.49693317961943
536,0.957589516931121
537,0.56895893667233
538,0.284085931174645
539,0.936996273207586
540,0.00529282351867932
541,0.667431950565212
542,0.388683343736507
543,0.13218464956327
544,0.276576871905316
545,0.993870298477631
